,Nume,Pret,Clasa,Review,Discount
207,"Mini frigider Trisa Frescolino Silver, 17L, Alimentare 220V si auto 12V",749.9,lipsa,0,0.2
208,"Frigider cu doua usi Daewoo FN-340W, 252 l, Clasa A+, H 166 cm, Alb",1148.99,A+,1,0.2
209,"Frigider Liebherr K 4310 Comfort, BioCool, Clasa A+++, capacitate 390 l, Alb",3799.0,A+++,0,0.2
210,Pachet Frigider Samus SX340A+ si Espressor Samus Espressimo 20 Silver,1368.83,lipsa,0,0.2
211,Pachet Frigider Albatros FA28++ si Cuptor electric Albatros A18B2,907.98,lipsa,0,0.2
212,Pachet Frigider Albatros FA11+ si Aspirator Albatros Sticky 80 Eco Alb,667.76,lipsa,0,0.2
213,"Frigider Albatros FA27+, Clasa A+, 212 litri, H 141.5 cm, 3 Ani garantie, Alb",779.99,A+,2,0.2
214,"Frigider incorporabil Liebherr IKBP 3520, 301 L, SuperCool, Display MagicEye, BioFresh, Clasa A++, Alb",6499.0,A++,0,0.2
215,"Pachet Frigider racitor Samus SRX450A++, 335l si Congelator Samus SCXE331A++",2698.99,lipsa,0,0.2
216,"Pachet Frigider cu doua usi Arctic AD54240P+, 223 l, Clasa A+, H 146.5, Alb + Set 5 Boluri Sticla Heinner + Capace",1021.54,A+,0,0.2
217,Pachet Frigider Samus SX340A+ si Aspirator cu filtrare prin apa Samus Aquafilter,1258.98,lipsa,0,0.2
218,"Frigider Bosch KIV 86KF30, Clasa Energetica A++, Alb",3027.67,A++,0,0.2
219,"Frigider incorporabil, o usa, Finlux FXN 2400 A+, 192 l, H 122.5 cm",1399.0,lipsa,0,0.2
220,"Frigider incorporabil Liebherr IKB 3564 Comfort, 284 L, Clasa A++, Bio Fresh, SuperCool, Soft System Alb",6999.0,A++,0,0.2
221,"Frigider LDK LF 220 Pearl, Clasa A+, Capacitate 238 L, H 143,5 cm, 5 ani garantie, Alb perlat",828.91,A+,1,0.2
222,"Frigider cu o usa Crown GN 240, 192 l, Clasa A+, H 124 cm, Alb",1049.58,A+,1,0.2
223,"Combina frigorifica Teka RFD 77820 S, Free Standing, 4 usi, No frost, 335 l, A++, inox",6999.0,lipsa,0,0.2
224,"Frigider Samus SW280 , 212 L, clasa A+ , H 143 cm, garantie 6 ani",849.99,A+,1,0.2
225,"Frigiderul-congelator, Sistemul Multi Air Flow / No Frost, Ecranul tactil, inox,562 l SIDE by SIDE NO FROST,",3923.05,lipsa,0,0.2
226,"Mini Frigider Husky Coolcube HUS-CC 200 Becks, Capacitate 50 L, Clasa A+, H 51 cm, Verde",795.0,A+,0,0.2
227,"Frigider incorporabil cu o usa Electrolux ERN2001BOW, 187 l, Clasa A+, H 122 cm, Usa reversibila, Congelator",1599.99,A+,1,0.2
228,"Frigider racitor Samus SRX-450A++, 335 l, Clasa A++, Inox",1499.99,A++,0,0.2
229,"Frigider Liebherr KB 4310 Comfort BioFresh, Clasa A+++, capacitate 366 l, Alb",4933.94,A+++,0,0.2
230,"Frigider minibar Heinner HMB-42A+, 42 l, Clasa A+, H 51 cm , Alb",429.99,A+,67,0.2
231,"Frigider cu o usa Liebherr TP 1724, 143 l, Clasa A+++, H 85 cm, Alb",1468.95,A+++,1,0.2
232,"Frigider incorporabil ventilat RF1780, iluminare LED, Touch Control, functie Shopping, clasa A++, capacitate 319lt",3499.9,A++,0,0.2
233,"Frigider cu 1 usa Retro, Exquisit RKS 325-16, 229 l, Clasa A++, H 144, Gri",1500.0,A++,1,0.2
234,"Frigider 2 usi Retro SMEG FAB30RP1, Clasa A++, 229L, crem",10214.96,A++,0,0.2
235,"Frigider Samus SX280A+, 212 l, Clasa A+, Inox",979.99,A+,0,0.2
236,"Frigider cu o usa Daewoo FN-15A, 118 l, Clasa A+, H 88 cm, Sticla neagra",929.99,A+,8,0.2
237,"Frigider incorporabil Liebherr IKF 3510, 325 L, SuperCool, LED, Clasa A++, Alb",4299.99,A++,0,0.2
238,"Frigider incorporabil Liebherr IKB 3520 Comfort, 301 L, Clasa A++, Bio Fresh, SuperCool, Alb",5998.99,A++,0,0.2
239,Pachet Frigider Albatros FA15+ si Cuptor electric Albatros A18B2,725.57,lipsa,0,0.2
240,"Frigider cu congelator ,capacitate 87 litri,usa dreapta / stanga,",935.5,lipsa,1,0.12
241,"Frigider Gorenje ORB152C, 260 l, Clasa A++, H 154 cm, Crem",4199.91,A++,4,0.12
242,"Frigider Liebherr CMes 502, Clasa A+, capacitate 42 l, Otel Inoxidabil",5578.42,A+,0,0.12
243,"Frigider cu doua usi Crown DF 276S, clasa A+, 212 l, H 143 cm, silver",999.99,A+,0,0.12
244,"Frigider cu doua usi LDK LF 260 Pearl, Clasa A+, Capacitate 276 L, H 159 cm, 5 ani garantie, Alb perlat",919.91,A+,1,0.12
245,"Frigider Gorenje R6192LX, 370 l, Clasa A++, H 185 cm, Inox",2499.0,A++,1,0.12
246,Pachet Frigider Albatros FA28+ si Aspirator Albatros Sticky 80 Eco,883.78,lipsa,0,0.12
247,"Frigider Samsung RT43K6330EF/ES, 440 l, Clasa A+, No frost, Twin Cooling Plus, Digital Inverter, Smart Convertible, Display, Iluminare LED, H 178.5 cm, Bej",3598.0,A+,3,0.12
248,"Pachet Frigider cu doua usi Beko RDSE465K20W, 465 l, H 185 cm, Clasa A+, Alb + Set 5 Boluri Sticla Heinner + Capace",2320.24,A+,0,0.12
249,"Frigider Liebherr K 3710, Clasa A+++, capacitate 342 l, Alb",3899.0,A+++,0,0.12
250,"Frigider vertical bar cu 2 usi, 5 rafturi",7350.0,lipsa,0,0.12
251,"Frigider cu doua usi incorporabil Exquisit EKGC 265/40-4.2, Clasa A+, H 144.5 cm, 207L, Alb",1099.0,A+,0,0.12
252,"Mini Frigider Husky Highcube Becks's, Capacitate 115 L, Clasa A+, H 83,5 cm, Negru",1999.0,A+,0,0.12
253,"Frigider cu 2 usi LG, 410 l, Clasa A++, Display LED - GTB583PZHZD",3479.0,A++,1,0.12
254,Pachet Combina frigorifica Albatros CNFX47A++ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,2024.79,lipsa,0,0.12
255,"Frigider cu doua usi Studio Casa, DD212A+, 206 l, Clasa energetica A+, H 144 cm, Usi reversibile, Alb",790.0,A+,0,0.12
256,"Combina frigorifica Pyramis FSK196 Cream Glass, total NO FROST, display LED cu Touch Control, iluminare LED, clasa A+, capacitate totala 317 lt",2899.99,A+,0,0.12
257,"Racitor cu o usa Exquisit KS 16-9RVA ++ MS, Clasa A++, H 88 cm, 132L, Negru",1089.0,A++,0,0.12
258,"Frigider cu 2 usi Severin Color editions KS 9796, Clasa A++, 173 KWh/an, 212L, Verde",1879.0,A++,1,0.12
259,Pachet Frigider Albatros FA28++ si Aspirator Albatros Sticky 80 Eco Alb,902.98,lipsa,0,0.12
260,"Racitor Liebherr Confort K 3120, 301 l, Comfort GlassLine, Clasa A+, H 144 cm, Alb",2249.0,A+,1,0.12
261,"Frigider incorporabil Exquisit UKS140-1.1, Capacitate 133 l, Clasa A+, H 82 cm",1049.99,A+,0,0.12
262,"Frigider cu doua usi incorporabil Beko BDSA250K2S, 220 l, Clasa A+, H 144.8 cm",1359.99,A+,2,0.12
263,"Frigider cu 1 usa GORENJE R6192LW, 368 l, 185 cm, A++, alb",3265.0,lipsa,0,0.12
264,"Frigider cu o Usa, Clasa A+, Congelator, Volum 88 L, Rafturi pentru Depzitare, Design Compact, Culoare Alb",665.0,A+,0,0.12
265,"Frigider cu o usa Zanussi HBR-ZRG16605WA, 153 l, Clasa A+, H 85 cm, Alb",1049.0,A+,0,0.12
266,"Frigider incorporabil Liebherr IKB 3524, 284 L, SuperCool, BioFresh, Clasa A++, Alb",5499.0,A++,0,0.12
267,"Frigider cu o usa Crown, DF-120A, Clasa A+, 90 litri, alb",676.9,A+,0,0.12
268,"Frigider cu 1 usa Retro Exquisit, RKS130-11A++, Capacitate 121l, Clasa A++, H 97.8 cm, Roz",1099.0,A++,0,0.12
269,"Frigider cu o usa Hotpoint SH6 1Q XRD, 321 l, Clasa A+, H 167 cm, Inox",2595.0,A+,0,0.12
270,"Frigider 2 usi Liebherr CTN 3663, Premium NoFrost, Clasa A++, Capacitate 306 l, Alb",3598.99,A++,0,0.12
271,"Frigider Mini bar, usa sticla, functie de reglarea temperaturii, iluminat interior, usa: dreapta / stanga 28 l, 60 W, MPM-30-MBV-02",876.87,lipsa,0,0.12
272,"Frigider cu o usa incorporabil Liebherr Confort UIK 1514, 119 l, Clasa A++, SuperCool, H 88 cm",3599.0,A++,0,0.12
273,Pachet Frigider Albatros FA28+ si Aspirator Albatros Sticky 80 Eco Alb,883.78,lipsa,0,0.12
274,"Frigider cu o usa Crown DF-11A, 82 litri, Clasa A+, alb",699.9,A+,0,0.12
275,"Frigider cu doua usi Crown CBR-310D, dispenser apa, 312 litri, A+, alb",1649.99,lipsa,0,0.12
276,"Pachet Frigider cu doua usi Arctic AD54240+, 223 l, Clasa A+, H 145.8 cm, Alb + Set 5 Boluri Sticla Heinner + Capace",1322.9,A+,0,0.12
277,Pachet Frigider Albatros FA28++ si Aspirator cu filtrare prin apa Albatros Aqualtys,1067.98,lipsa,0,0.12
278,Pachet Frigider Albatros FA11+ si Aspirator cu filtrare prin apa Albatros Aqualtys,832.75,lipsa,0,0.12
279,"Frigider minibar Crown CM-48A, capacitate 46l, clasa A+, H 51 cm, alb",479.9,A+,0,0.12
280,"Frigider cu 1 usa GORENJE R6192FX, 368 l, 185 cm, A++, inox",3199.0,lipsa,0,0.12
281,Pachet Frigider Albatros FA54NFX+ si Masina de spalat Albatros AWM1482A+++,2842.61,lipsa,0,0.12
282,"Frigider cu o usa incorporabil Liebherr UIKo 1560, 124 l, Clasa A+, H 88 cm, Alb",4599.99,A+,0,0.12
283,"Frigider Liebherr Kef 3710 Comfort, Clasa A+++, capacitate 342 l, Argintiu",4499.0,A+++,0,0.12
284,Pachet Frigider Samus SW280A++ si Aspirator cu filtrare prin apa Samus Aquafilter,1028.58,lipsa,0,0.12
285,Pachet Frigider Albatros FA54NFX+ si Masina de spalat Albatros AWM1272A++,2668.99,lipsa,0,0.12
286,"Frigider Samus SW340A+, Clasa A+, 252 litri, H 163 cm, Alb",949.99,A+,3,0.12
287,"Frigider cu 2 usi incorporabil Liebherr ICUS 2924, 241 L, SmartFrost, Clasa A++, Alb",4199.0,A++,0,0.12
288,Frigider profesional Hendi Profi Line cu 2 usi 900 L 1100x540x(H)1380 mm otel inoxidabil -2˚/8˚C 400 W 6 rafturi 525x530mm incluse,8982.48,lipsa,0,0.12
289,"Frigider incorporabil sub blat Liebherr UK 1524, A+, 132 L, 38 dB, Alb",2899.0,lipsa,0,0.12
290,"Pachet Frigider cu doua usi Beko RDNE535E20DZM, 471 l, Clasa A+, H 193, NeoFrost, Gri Sidef + Set 5 Boluri Sticla Heinner + Capace",3144.08,A+,0,0.12
291,Pachet Frigider Albatros FA28++ si Multiblender Albatros MR601A,907.97,lipsa,0,0.12
292,"Frigider incorporabil Liebherr IKS 1624, 134 L, SuperCool, A++, Alb",4499.0,lipsa,0,0.12
293,"Frigider Husky RetroCube Coca-Cola, 92 L + 15 L (congelator), A++, Rosu",3389.99,lipsa,0,0.12
294,"Frigider incorporabil Liebherr IKB 3560 Comfort, 301 L, Clasa A++, Bio Fresh, SuperCool, Soft System Alb",6999.0,A++,0,0.12
295,"Minifrigider portabil Camry CR 8062, 20 l, Alimentare 220V si auto 12V, Argintiu",630.0,lipsa,0,0.12
296,"Frigider Liebherr Premium BP 2850, 161 L, Blu Performance, BioFresh, Smart Device, Soft System, Clasa A+++",5899.0,A+++,0,0.12
297,"Mini Frigider Husky Coolcube HUS-CC 165 Coca-Cola, Capacitate 50 L, Clasa A+, H 51 cm, Rosu",998.99,A+,1,0.12
298,"Frigider incorporabil cu o usa Electrolux ERN2201BOW, 207 l, Clasa A+, H 122 cm, Usa reversibila",1790.0,A+,1,0.12
299,"Frigider cu 2 usi Beko RDSA180K20W, 176 l, A+, Alb",1186.37,A+,0,0.12
300,Pachet Frigider Albatros FA28+ si Storcator Albatros Fresh Plus,847.79,lipsa,0,0.2
301,Pachet Minibar Samus SW060A+ si Fierbator Samus Prestige,429.19,lipsa,0,0.2
302,"Frigider Liebherr TPesf 1714 Comfort, Clasa A++, capacitate 143 l, Argintiu",1949.0,A++,0,0.2
303,Pachet Minibar Samus SW060A+ si Fierbator Samus Prestige Red,439.18,lipsa,0,0.2
304,"Frigider incorporabil Liebherr IKBP 3564, 284 L, SuperCool, BioFresh, SoftSystem, Clasa A+++, Alb",8299.0,A+++,0,0.2
305,"Frigider 2 usi Liebherr CBN 4815, Comfort BioFresh NoFrost, Clasa A+++, capacitate 343 l, Alb",5299.0,A+++,0,0.2
306,"Frigider Albatros FA29+ , 212 l, Clasa A+, Alb",809.99,A+,0,0.2
307,"Frigider cu o usa ELECTROLUX ERF1904FOW, 184l, A+, Alb",1464.34,A+,0,0.2
308,Pachet Frigider Racitor Samus SRX-450A++ si Multiblender Samus SMB800X,1579.97,lipsa,0,0.2
309,"Racitor de vin incorporabil sub blat ""deep plinth"", Dunavox, DX-7.20WK/DP, 7 sticle",2286.14,lipsa,0,0.2
310,"Frigider Liebherr Ksl 2630, Clasa A++, Volum 248 l, Silver",2361.45,A++,0,0.2
311,"Frigider cu 2 usi Electrolux EJ11800AW, clasa A+, 173 l, usi reversibile, Alb",1408.71,A+,0,0.2
312,Pachet Frigider Albatros FA28++ si Aspirator Albatros Sticky 80 Eco,902.98,lipsa,0,0.2
313,"Frigider LDK BC 100, Clasa A+, Capacitate 93 L, H 85 cm, 5 ani garantie, Alb",1199.0,A+,12,0.2
314,"Frigider Liebherr KB 4350, Clasa A+++, BioFresh, Capacitate 367 l, Alb",6699.0,A+++,0,0.2
315,"Frigider 2 usi Hitachi R-VG660PRU7(GBK), No Frost, A++, 550L, inaltime 183,5 cm, negru",4399.0,lipsa,0,0.2
316,Pachet Frigider Albatros FA28+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1045.26,lipsa,0,0.2
317,"Frigider cu o usa Liebherr TP 1720, 145 L, Clasa A+++, H 85 cm, Alb",1468.95,A+++,1,0.2
318,"Frigider standard cu o usa Gorenje R6151bw, Clasa A+, H145 cm, Alb",1942.05,A+,0,0.2
319,"Dulap frigorific profesional inox, 600 litri VBDP700A",7382.0,lipsa,0,0.2
320,Pachet Frigider Albatros FA27+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,968.79,lipsa,0,0.2
321,"Frigider Zanussi ZRG 15807 WA, 136 l, Clasa A++, Alb",999.0,A++,0,0.2
322,"Frigider incorporabil Beko BU1152, A+, 123 l, garnitura antibacteriana, Alb",1443.57,lipsa,1,0.2
323,"Frigider cu doua usi Liebherr CTPesf 3016, 278 l, Clasa A++, H 161 cm, Inox",2833.95,A++,0,0.2
324,"Frigider cu 1 usa Zanussi ZRA40100WA, Clasa A +, Capacitate 395L, 6 rafturi, Alb",2004.77,A,0,0.2
325,"Frigider cu doua usi NEI MRF-250 DB, clasa A+, 224 l, dozator apa, H 170 cm, negru",2399.0,A+,0,0.2
326,"Frigider incorporabil Liebherr IK 2320 Comfort, 217 L, Clasa A++, Bio Cool, SuperCool, Alb",4699.0,A++,0,0.2
327,"Frigider Incorporabil TEKA TKI2 300, Capacitatea 310 l, Clasa A+",3283.5,A+,0,0.2
328,"Frigider cu o usa Liebherr Confort K 4220, 383 l, Clasa A+, SuperCool, Alb",2998.0,A+,2,0.2
329,Pachet Frigider Albatros FA15+ si Storcator Albatros Fresh Plus,684.58,lipsa,0,0.2
330,"Frigider cu 2 usi Severin KS 9950, Clasa A++, 173 KWh/an, 212L, Negru mat",2499.0,A++,0,0.2
331,Pachet Frigider Albatros FA29+ si Storcator Albatros Fresh Plus,876.59,lipsa,0,0.2
332,Pachet Frigider Samus SW280A++ si Espressor Samus Espressimo 20 Silver,1014.58,lipsa,0,0.2
333,"Frigider Gorenje ORB152R, 260 l, Clasa A++, H 154 cm, Bordo",4199.91,A++,0,0.2
334,"Pachet Frigider Heinner HF-270A+, 270 l, Clasa A+, H 170 cm, Alb + Set 5 Boluri Sticla Heinner + Capace",1120.71,A+,0,0.2
335,"Frigider cu doua usi Arctic AD70410+, 397 l, Clasa A+, 170.5 cm inaltime, 70 cm latime, Alb",2699.0,A+,3,0.2
336,"Frigider incorporabil Liebherr SUIB 1550, 80 L, BioFresh, A+++, SoftSystem, Alb",5199.0,lipsa,0,0.2
337,"Frigider cu 2 usi Severin Retro RKG 8934, Clasa A++, 172 KWh/an, 210L, turcoaz",2499.0,A++,0,0.2
338,"Frigider profesional de bar Moratti, 130 l 230 V",3016.22,lipsa,0,0.2
339,Pachet Frigider Albatros FA15+ si Aspirator Albatros Sticky 80 Eco,720.57,lipsa,0,0.2
340,"Frigider cu doua usi Bosch KDN46VI30, 374 l, No Frost, FreshSense, Clasa A++, H 186 cm, Inox",4799.0,A++,0,0.2
341,"Frigider Gorenje RB3091ANW, 84 l, 84.5 cm, Alb",835.0,lipsa,0,0.2
342,"Frigider incorporabil Liebherr IKP 2360, 216 L, SuperCool, SoftSystem, Clasa A+++, Alb",5599.0,A+++,0,0.2
343,Pachet Frigider Albatros FA23+ si Plita electrica AP10W,847.18,lipsa,0,0.2
344,Pachet Frigider Albatros FA15+ si Multiblender Albatros MR601A,725.55,lipsa,0,0.2
345,Pachet Frigider Racitor Samus SRX-450A++ si Aspirator cu filtrare prin apa Samus Aquafilter,1738.97,lipsa,0,0.2
346,"Frigider mini bar fara congelator,pentru camere de hotel,pensiuni, negru,60 W,MPM-30-MBS-01",795.8,lipsa,0,0.2
347,Pachet Frigider Samus SR290A+ si Storcator Samus Slowstar,1385.03,lipsa,0,0.2
348,"Frigider incorporabil Liebherr, Gama Premium, Clasa A+++",5119.0,A+++,0,0.2
349,Pachet Frigider Samus SR290A+ si Aspirator cu filtrare prin apa Samus Aquafilter,1354.03,lipsa,0,0.2
350,Pachet Frigider Albatros FA20+ si Masina de spalat Albatros AWM1272A++,1776.19,lipsa,0,0.2
351,Pachet Frigider Samus SR290A+ si Multiblender Samus SMB800X,1195.03,lipsa,0,0.2
352,"Frigider incorporabil Liebherr UIKo 1550, 124 l, Clasa A++, Alb",4899.0,A++,0,0.2
353,"Frigider de bar 2 usi vitrat Moratti, 210 litri",6199.04,lipsa,0,0.2
354,"Frigider cu doua usi Liebherr CTP 3016, 278 l, Clasa A++, H 161 cm, Alb",2149.0,A++,0,0.2
355,"Frigider cu o usa Liebherr Confort K 2814, 250 l, Clasa A++, H 140.2, Alb",1799.0,A++,0,0.2
356,"Frigider incorporabil Neff KI2823F30, 286 l, Clasa A++, Touchcontrol, Afişaj digital, H 177 cm",3198.99,A++,0,0.2
357,Pachet Frigider Albatros FA29+ si Masina de spalat Albatros AWM1272A++,1766.59,lipsa,0,0.2
358,Pachet Frigider Albatros FA15+ si Aspirator Albatros Sticky 80 Eco Alb,720.57,lipsa,0,0.2
359,Pachet Frigider Samus SW280A+ si Multiblender Samus SMB800X,869.58,lipsa,0,0.2
360,"Frigider 2 usi Retro SMEG FAB30RNE1, Clasa A++, 229L, negru",12999.0,A++,0,0.11
361,"Frigider cu o usa incorporabil AEG SKB58211AF, 133 l, Clasa A+, H 82 cm",2499.0,A+,0,0.11
362,"Minibar, capacitate 45 litri, putere 75 W, Hotel Project",1006.74,lipsa,0,0.11
363,"Frigider cu o usa Bosch KSV33VW3P, 324 L, Clasa A++, H 176 cm, Alb",2799.0,A++,0,0.11
364,Pachet Frigider Albatros FA15+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,889.94,lipsa,0,0.11
365,Pachet Frigider Albatros FA29+ si Multiblender Albatros MR601A,917.57,lipsa,0,0.11
366,Pachet Frigider Albatros FA27+ si Multiblender Albatros MR601A,888.78,lipsa,0,0.11
367,Pachet Frigider Albatros FA54NFX+ si Aspirator Albatros Sticky 80 Eco Alb,1814.98,lipsa,0,0.11
368,Pachet Frigider Albatros FA11+ si Storcator Albatros Fresh Plus,631.76,lipsa,0,0.11
369,Pachet Frigider Albatros FA27+ si Aspirator Albatros Sticky 80 Eco,883.78,lipsa,0,0.11
370,Pachet Frigider Albatros FA23+ si Storcator Albatros Fresh Plus,886.19,lipsa,0,0.11
371,Pachet Frigider Albatros FA54NFX+ si Aspirator Albatros Sticky 80 Eco,1814.98,lipsa,0,0.11
372,Pachet Frigider Racitor Samus SRX-450A++ si Espressor Samus Espressimo 20 Silver,1724.98,lipsa,0,0.11
373,Pachet Frigider Samus SW280A++ si Multiblender Samus SMB800X,869.58,lipsa,0,0.11
374,Pachet Frigider Samus SW280A+ si Espressor Samus Espressimo 20 Silver,1014.58,lipsa,0,0.11
375,"Frigider cu 1 usa Amica FC3616.3DFX, A+, 350 l, NoFrost, Inox",2895.4,lipsa,0,0.11
376,Pachet Frigider Albatros FA54NFX+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,1899.99,lipsa,0,0.11
377,"Frigider cu 2 usi Beko DSA240K21W, 223 l, A+, Alb",1271.68,A+,0,0.11
378,Frigider ARKTIC by Hendi Profi Line - cu 2 usi - 1300 lt,9772.28,lipsa,0,0.11
379,Pachet Frigider Samus SW340A+ si Espressor Samus Espressimo 20 Silver,1216.18,lipsa,0,0.11
380,Pachet Frigider Samus SR450A+ si Multiblender Samus SMB800X,1435.97,lipsa,0,0.11
381,"Mini frigider incorporabil Gorenje RBIU6092AW, 126 l, A++, Alb",1860.82,lipsa,0,0.11
382,"Frigider Electrolux ERF3307AOX, 314 litri, Clasa A+, Inox",2208.1,A+,0,0.11
383,"Frigider din inox, cu congelator,222 l net,MPM-366-FF-21",2282.41,lipsa,0,0.11
384,Pachet Frigider Albatros FA20+ si Masina de spalat Albatros AWM1482A+++,1949.82,lipsa,0,0.11
385,"Dulap frigorific, capacitate bruta 361 litri, putere 0.3kW, Vestfrost",4981.64,lipsa,0,0.11
386,"Frigider cu doua usi Hotpoint ENXTYH 19322 FWL, 472 l, Clasa A++, No Frost, Display Full Touch, H 190.5, Inox",4489.0,A++,1,0.11
387,Pachet Frigider Albatros FA28++ si Mixer Albatros MXA450W,867.99,lipsa,0,0.11
388,Pachet Frigider Albatros FA20+ si Aspirator Albatros Sticky 80 Eco Alb,922.18,lipsa,0,0.11
389,Pachet Frigider Albatros FA54NFX+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1979.98,lipsa,0,0.11
390,Pachet Frigider Albatros FA28+ si Masina de spalat Albatros AWM1272A++,1737.79,lipsa,0,0.11
391,Pachet Frigider Samus SW540NFA+ si Multiblender Samus SMB800X,1742.23,lipsa,0,0.11
392,Pachet Frigider Samus SR450A+ si Aspirator cu filtrare prin apa Samus Aquafilter,1595.09,lipsa,0,0.11
393,Frigider cu doua usi Heinner HF-V240A+,919.99,lipsa,0,0.11
394,Pachet Frigider Albatros FA20+ si Aspirator Albatros Sticky 80 Eco,922.18,lipsa,0,0.11
395,Pachet Frigider Albatros FA27+ si Storcator Albatros Fresh Plus,847.79,lipsa,0,0.11
396,Pachet Frigider Albatros FA54NFX+ si Storcator Albatros Fresh Plus,1778.99,lipsa,0,0.11
397,Pachet Frigider Racitor Samus SRX-450A++ si Storcator Samus Slowstar,1769.97,lipsa,0,0.11
398,Pachet Frigider Samus SW540NFA+ si Espressor Samus Espressimo 20 Silver,1887.23,lipsa,0,0.11
399,Pachet Frigider Samus SW540NFA+ si Aspirator cu filtrare prin apa Samus Aquafilter,1902.18,lipsa,0,0.11
400,"Frigider incorporabil cu 2 usi Electrolux EJN2301AOW, A+, 224 l, Alb",1954.9,lipsa,0,0.11
401,Pachet Frigider Samus SX340A+ si Multiblender Samus SMB800X,1223.83,lipsa,0,0.11
402,Pachet Frigider Albatros FA23+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1087.18,lipsa,0,0.11
403,Pachet Frigider Albatros FA27+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1047.38,lipsa,0,0.11
404,"Frigider BOSCH Kil42vf30, 195 l, Clasa A++, H 122.1, Alb",2935.51,A++,0,0.11
405,Pachet Frigider Samus SR290A+ si Espressor Samus Espressimo 20 Silver,1340.04,lipsa,0,0.11
406,Pachet Frigider Samus SW340A+ si Storcator Samus Slowstar,1261.19,lipsa,0,0.11
407,"Frigider cu o usa incorporabil Bosch KIR24V21FF, A+, 221 l, Alb",2068.99,lipsa,0,0.11
408,Pachet Frigider Albatros FA23+ si Masina de spalat Albatros AWM1272A++,1776.19,lipsa,0,0.11
409,Pachet Frigider Albatros FA29+ si Mixer Albatros MXA450W,877.59,lipsa,0,0.11
410,Pachet Frigider Albatros FA23+ si Aspirator Albatros Sticky 80 Eco Alb,922.18,lipsa,0,0.11
411,Pachet Frigider Albatros FA28++ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1104.97,lipsa,0,0.11
412,"Frigider Incorporabil TEKA TKI4 215, Capacitatea 210 l, Congelator ****, Clasa A++",2713.1,A++,0,0.11
413,Pachet Frigider Albatros FA15+ si Masina de spalat Albatros AWM1272A++,1466.29,lipsa,0,0.11
414,Pachet Frigider Albatros FA20+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1087.18,lipsa,0,0.11
415,"Frigider cu congelator,reglarea temperaturii,dezghetare manuala,85 W,MPM-46-CJ-03",746.51,lipsa,0,0.11
416,Pachet Frigider Albatros FA28++ si Storcator Albatros Fresh Plus,935.98,lipsa,0,0.11
417,Pachet Frigider Albatros FA27+ si Masina de spalat Albatros AWM1272A++,1737.79,lipsa,0,0.11
418,"Frigider Finlux, volum 216 l , 2 usi , Clasa A+",835.99,A+,0,0.11
419,"Frigider Albatros FA54NFX+, No-Frost, Clasa A+, 425 litri, H 178 cm, Inox",1789.99,A+,8,0.11
420,"Frigider cu 2 usi Severin Retro RKG 8931, Clasa A++, 172 KWh/an, 210L, visiniu",2499.0,A++,0,0.1
421,"Mini Frigider Husky Highcube HUS-HC 203 AC-DC, Capacitate 115 L, Clasa A+, H 83,5 cm, Negru",1904.0,A+,0,0.1
422,Pachet Frigider Samus SW540NFA+ si Storcator Samus Slowstar,1932.23,lipsa,0,0.1
423,Pachet Frigider Albatros FA29+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1085.78,lipsa,0,0.1
424,Pachet Frigider Samus SR450A+ si Espressor Samus Espressimo 20 Silver,1580.97,lipsa,0,0.1
425,Pachet Frigider Albatros FA27+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1048.78,lipsa,0,0.1
426,Pachet Frigider Albatros FA28+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1048.78,lipsa,0,0.1
427,Pachet Frigider Albatros FA28+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,968.79,lipsa,0,0.1
428,Pachet Frigider Albatros FA11+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,826.59,lipsa,0,0.1
429,Pachet Frigider Albatros FA20+ si Storcator Albatros Fresh Plus,886.19,lipsa,0,0.1
430,"Frigider Liebherr K 2630, Clasa A++, capacitate 248 l, Alb",2203.94,A++,0,0.1
431,Pachet Frigider Albatros FA15+ si Masina de spalat Albatros AWM1482A+++,1748.21,lipsa,0,0.1
432,Pachet Frigider Albatros FA11+ si Masina de spalat Albatros AWM1482A+++,1695.38,lipsa,0,0.1
433,"Frigider incorporabil, Whirlpool ARG585/A+, clasa A+, 146 l, 3 rafturi, alb",1477.1,A+,0,0.1
434,Pachet Frigider Albatros FA27+ si Aspirator Albatros Sticky 80 Eco Alb,883.78,lipsa,0,0.1
435,Pachet Frigider Albatros FA54NFX+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,2063.1,lipsa,0,0.1
